gene	p-value	label
FBXW7	0.0076452540366914	1
SPTAN1	0.0077093728441364	1
MRPS9	0.0077184661629406	0
ALOX15B	0.0077601309394703	0
IMP4	0.0078184193535673	0
MRPL53	0.0078255791492454	0
RAB13	0.0078690303632381	0
RECK	0.0079973285606045	0
CDC25B	0.008148386160421	0
RAB1B	0.0081522920615784	0
MRPS17	0.0082291883456299	0
SOS2	0.0082401605318549	0
RAB12	0.0083704942643829	0
BRAP	0.0084335359924481	0
PARS2	0.0084496345802882	0
GFM1	0.0085138756123985	0
ATM	0.0085463962408569	1
RGS14	0.0085927843497814	0
ARHGAP5	0.0086990116972478	0
COQ7	0.0087682930053582	0
TIMMDC1	0.0087764809187644	0
SCO2	0.0088993619943142	0
QRSL1	0.0089912681291381	0
UQCRQ	0.0090344623532031	0
GNL3L	0.0090829718174246	0
NDUFA6	0.0090911421900212	0
MRPS28	0.0090979948787428	0
MRPL38	0.0091334795511477	0
GRSF1	0.0091506365941987	0
CHGB	0.0091696729988166	0
NDUFA2	0.0092695387651591	0
TRMT10C	0.0092896192665895	0
NDUFA9	0.0094651796189729	0
NDUFA8	0.0095215784519282	0
BPTF	0.0096575861014469	1
NDUFA11	0.0096931336380078	0
TBC1D8B	0.0097208494196411	0
DIMT1	0.009725349559563	-1
SPRY4	0.0098881892306368	0
MRPS31	0.0098913038180027	0
PTPN1	0.0099022046927118	0
MRPL51	0.0099394918618793	0
EIF2B4	0.0102392374346737	0
GADD45GIP1	0.01034208404419	0
UQCR10	0.010345107396038	-1
RASGRP2	0.0103837436089982	0
UTP18	0.0104655913750831	0
NARS2	0.0105166098606772	0
MRPL3	0.010873937226611	0
NDUFS5	0.010908580808761	0
AMBP	0.0109089721913919	0
DIRAS3	0.0109216070166002	0
DAXX	0.0109294301527347	0
COX5B	0.0110980809565599	0
TLR9	0.011160425654156	0
TARS2	0.0113080655443108	0
PDIA5	0.0113850865462994	0
PRKCD	0.0116281393208497	0
ARHGEF1	0.0116553332553746	0
SPATA20	0.0116735601992891	0
IFT46	0.0116877703483586	-1
COX6C	0.0117110861564471	0
MS4A2	0.0117744716455626	0
SSBP1	0.0121503533349038	0
MRPS21	0.0122003121507515	0
GREB1	0.0122086544168003	0
MIPEP	0.0124154426486307	0
MRPL2	0.0125257313316438	0
WDR36	0.0126299196270275	0
ASXL1	0.0126477697074489	1
CREBBP	0.0127800842197938	1
MRPL30	0.0128393538106494	0
MRPL20	0.0128692766697078	0
PPIG	0.0128830517173608	0
EP300	0.0128994203808054	1
MRPL35	0.0129498400676673	0
TNFSF13	0.012956956367256	0
RASGRP3	0.0129865913285116	-1
TTC26	0.0130548228210086	0
NUP133	0.0130688540116566	0
TAF11	0.0131235992538484	1
COX10	0.0132079024726363	0
SEPSECS	0.0133461531797474	0
MRPS18C	0.0133782797698178	0
NDUFAF1	0.0135601445707313	0
TNFAIP1	0.0136177112595617	0
BANF1	0.0136901481621136	0
MRPS34	0.0137180203175999	0
MAP1A	0.0137296610912392	0
DAAM1	0.0137343715575439	0
NDUFB6	0.0140261033229539	0
CNTNAP1	0.0140507380732648	0
TIMP3	0.014090141388671	0
NEK2	0.0142016967256175	0
PTCD3	0.0143264995169057	0
BCS1L	0.0143324188136938	0
RRM2B	0.0145098275835452	0
COA6	0.0146350912983616	0
MRPS33	0.0146851172239674	0
MRPL55	0.0147360395900561	0
POLG	0.0149363502503328	0
FARSB	0.0149369994385747	-1
SP100	0.0149645538654962	0
COMMD10	0.0150214191390935	0
